MoleculeId,PredictedProbability
1,0.8855321067821068
2,1.0
3,0.11333333333333333
4,0.8688469200569502
5,0.1628069484473763
6,0.2758322000802041
7,0.8377235212925751
8,0.8826991064491064
9,0.7406845606668684
10,0.7294871794871794
11,0.6069047619047618
12,0.7406845606668684
13,0.8455753968253967
14,0.5785714285714285
15,0.2758322000802041
16,0.1628069484473763
17,0.2758322000802041
18,0.3014345353230037
19,0.2893706768135022
20,0.185929860674757
21,0.1628069484473763
22,0.8855321067821068
23,0.7406845606668684
24,0.8979753919424628
25,0.825
26,0.6656777209718385
27,0.185929860674757
28,0.7880879355621918
29,0.1628069484473763
30,0.2758322000802041
31,0.2758322000802041
32,0.1628069484473763
33,0.7919356088851746
34,0.11333333333333333
35,0.328269808368745
36,0.7794591122521098
37,0.40820825436485875
38,0.8688469200569502
39,0.8045230404554896
40,1.0
41,0.7919356088851746
42,0.2854835549973888
43,0.8502777777777778
44,0.8688469200569502
45,0.1628069484473763
46,0.5258333333333334
47,0.8045230404554896
48,0.11346723101860087
49,0.7794591122521098
50,0.1628069484473763
51,0.8322885447885447
52,0.1628069484473763
53,0.6746062411823281
54,0.1628069484473763
55,0.1628069484473763
56,0.8746814687895409
57,0.7794591122521098
58,0.9857142857142858
59,0.8979753919424628
60,0.6425
61,0.6572549028308752
62,1.0
63,0.6150000000000001
64,0.1628069484473763
65,0.2758322000802041
66,0.3628558515417668
67,0.6757589632589632
68,0.1628069484473763
69,0.3628558515417668
70,0.38912381317550254
71,0.6572549028308752
72,0.328269808368745
73,0.8455753968253967
74,0.7794591122521098
75,0.26916666666666667
76,0.3692963980463981
77,0.8979753919424628
78,0.29058343572342765
79,0.2834308379528968
80,0.38912381317550254
81,0.6572549028308752
82,0.6572549028308752
83,0.2854835549973888
84,0.1628069484473763
85,0.3894552088009995
86,0.6746062411823281
87,0.44714912280701746
88,0.185929860674757
89,0.23698412698412694
90,0.7406845606668684
91,0.7794591122521098
92,0.3894552088009995
93,0.2758322000802041
94,0.1628069484473763
95,0.3894552088009995
96,0.3894552088009995
97,0.6572549028308752
98,0.7440476190476191
99,1.0
100,0.9
101,0.7406845606668684
102,1.0
103,0.8045230404554896
104,0.6572549028308752
105,0.6572549028308752
106,0.1628069484473763
107,0.6572549028308752
108,0.32940476190476187
109,0.8688469200569502
110,0.3894552088009995
111,0.7406845606668684
112,0.49416666666666664
113,0.10584127917407968
114,0.7653688054592424
115,1.0
116,0.1628069484473763
